#! FIELDS tica file.free der_tica
#! SET min_tica -4.26619
#! SET max_tica 4.3657
#! SET nbins_tica  99
#! SET periodic_tica false
   -4.266190000   47.812395546   -0.050503550
   -4.178109490   47.803458343   -0.165038170
   -4.090028980   47.778170282   -0.449709185
   -4.001948469   47.714381702   -1.071476681
   -3.913867959   47.573706726   -2.225571929
   -3.825787449   47.303467352   -4.011728905
   -3.737706939   46.853847932   -6.229557879
   -3.649626429   46.212152114   -8.226960840
   -3.561545918   45.440304966   -9.011006288
   -3.473465408   44.685818192   -7.728049817
   -3.385384898   44.143663511   -4.260824721
   -3.297304388   43.972089619    0.448706123
   -3.209223878   44.209406162    4.720896694
   -3.121143367   44.741451980    6.911582357
   -3.033062857   45.338116334    6.119283382
   -2.944982347   45.733819943    2.441938758
   -2.856901837   45.710630341   -3.177629159
   -2.768821327   45.160989489   -9.227538348
   -2.680740816   44.124280307  -13.939817195
   -2.592660306   42.790850087  -15.754367402
   -2.504579796   41.455213788  -13.972521532
   -2.416499286   40.415979891   -9.242473030
   -2.328418776   39.858383235   -3.446725827
   -2.240338265   39.770071093    1.056373190
   -2.152257755   39.943477229    2.226056563
   -2.064177245   40.029869823   -1.034467636
   -1.976096735   39.623311809   -8.917215618
   -1.888016224   38.341589574  -20.726513018
   -1.799935714   35.900321000  -34.914370685
   -1.711855204   32.189960211  -49.060692484
   -1.623774694   27.348847148  -60.056365671
   -1.535694184   21.793401098  -64.820491217
   -1.447613673   16.174599088  -61.355535836
   -1.359533163   11.229149503  -49.716658236
   -1.271452653    7.584946484  -32.410132186
   -1.183372143    5.565261404  -13.552169524
   -1.095291633    5.124416933    2.873258281
   -1.007211122    5.933703214   14.672668940
   -0.919130612    7.577803752   22.039472846
   -0.831050102    9.736194986   26.667243584
   -0.742969592   12.246533107   30.236378008
   -0.654889082   15.047191609   33.210628108
   -0.566808571   18.062370483   34.953386096
   -0.478728061   21.144595495   34.592980189
   -0.390647551   24.093896465   31.980870027
   -0.302567041   26.736671726   27.759431067
   -0.214486531   28.967780526   22.730179316
   -0.126406020   30.730542347   17.076388350
   -0.038325510   31.949418657   10.319414123
    0.049755000   32.501744883    1.858147406
    0.137835510   32.240836014   -7.998677124
    0.225916020   31.095502260  -17.868338574
    0.313996531   29.154805076  -25.789927288
    0.402077041   26.662981090  -30.187209010
    0.490157551   23.945842865  -31.020699076
    0.578238061   21.261993651  -29.752540586
    0.666318571   18.702665301  -28.568143102
    0.754399082   16.184692774  -28.882514491
    0.842479592   13.571683231  -30.609556418
    0.930560102   10.795433882  -32.278383748
    1.018640612    7.937161074  -32.218936684
    1.106721122    5.199809416  -29.433449797
    1.194801633    2.837262441  -23.761802423
    1.282882143    1.087134441  -15.636092923
    1.370962653    0.125153469   -6.121818970
    1.459043163    0.000000000    3.048396913
    1.547123673    0.591701547    9.774276744
    1.635204184    1.607648109   12.556856470
    1.723284694    2.691619032   11.466549056
    1.811365204    3.569151460    8.298710227
    1.899445714    4.159330691    5.285080646
    1.987526224    4.550213774    3.800668653
    2.075606735    4.873461380    3.555118862
    2.163687245    5.177223747    3.134076620
    2.251767755    5.388287487    1.283271486
    2.339848265    5.366837481   -2.001228293
    2.427928776    5.031603260   -5.669011508
    2.516009286    4.414723361   -8.102960828
    2.604089796    3.683900431   -8.109342795
    2.692170306    3.084217668   -5.037363815
    2.780250816    2.891887215    1.103617829
    2.868331327    3.364726633    9.970081210
    2.956411837    4.722649609   21.144563268
    3.044492347    7.148193320   34.082247650
    3.132572857   10.757713085   47.778117583
    3.220653367   15.535189970   60.168905805
    3.308733878   21.237866226   68.301147381
    3.396814388   27.366778409   69.528402276
    3.484894898   33.265684280   63.110003566
    3.572975408   38.321826353   50.942281907
    3.661055918   42.176480777   36.444515301
    3.749136429   44.783583862   23.079374942
    3.837216939   46.345717903   12.941670719
    3.925297449   47.176930135    6.397426917
    4.013377959   47.567048359    2.799790026
    4.101458469   47.730181404    1.069179182
    4.189538980   47.790996622    0.338224844
    4.277619490   47.810234891    0.082475244
    4.365700000   47.815441202    0.006411009
