#! FIELDS tica file.free der_tica
#! SET min_tica -4.26619
#! SET max_tica 4.3657
#! SET nbins_tica  99
#! SET periodic_tica false
   -4.266190000   70.830953532   -0.087675574
   -4.178109490   70.815963542   -0.277421165
   -4.090028980   70.772274582   -0.770126621
   -4.001948469   70.663010172   -1.836808561
   -3.913867959   70.421148547   -3.838615208
   -3.825787449   69.951944894   -7.012700356
   -3.737706939   69.156572264  -11.156382910
   -3.649626429   67.984469607  -15.349410633
   -3.561545918   66.497218897  -18.019038709
   -3.473465408   64.902868633  -17.540254505
   -3.385384898   63.522246698  -13.137682281
   -3.297304388   62.679955492   -5.581900529
   -3.209223878   62.562332239    2.805188315
   -3.121143367   63.102575643    8.792356235
   -3.033062857   63.948373293    9.294007547
   -2.944982347   64.519290051    2.364955283
   -2.856901837   64.143875077  -11.985875337
   -2.768821327   62.262273169  -31.170704435
   -2.680740816   58.661238671  -49.970475861
   -2.592660306   53.667246344  -61.684676977
   -2.504579796   48.166147214  -60.848687756
   -2.416499286   43.350062040  -46.456110886
   -2.328418776   40.236618627  -23.542516747
   -2.240338265   39.181602391   -1.346825746
   -2.152257755   39.702899375   11.019438386
   -2.064177245   40.696466499    9.128422892
   -1.976096735   40.936544865   -5.327563517
   -1.888016224   39.561393809  -26.376620451
   -1.799935714   36.298472822  -47.137133873
   -1.711855204   31.416680735  -62.488508509
   -1.623774694   25.524497794  -69.861416622
   -1.535694184   19.357641857  -68.775460645
   -1.447613673   13.632836178  -60.120532603
   -1.359533163    8.939718303  -45.756987591
   -1.271452653    5.666451823  -28.426830683
   -1.183372143    3.933112448  -11.237751837
   -1.095291633    3.606907821    3.214643418
   -1.007211122    4.387038726   13.846502111
   -0.919130612    5.949748592   21.170138162
   -0.831050102    8.060841980   26.509574076
   -0.742969592   10.598059567   30.951923326
   -0.654889082   13.499507293   34.725814972
   -0.566808571   16.691120320   37.478146211
   -0.478728061   20.063235023   38.730502923
   -0.390647551   23.471003281   38.245704595
   -0.302567041   26.749477916   35.720092181
   -0.214486531   29.697358536   30.628687562
   -0.126406020   32.065913981   22.518584936
   -0.038325510   33.590153035   11.634710316
    0.049755000   34.075936868   -0.824777299
    0.137835510   33.465919499  -12.905851624
    0.225916020   31.873834824  -22.827003945
    0.313996531   29.547798761  -29.505349591
    0.402077041   26.789940902  -32.619319676
    0.490157551   23.894552318  -32.767487390
    0.578238061   21.070477919  -31.248022224
    0.666318571   18.393214559  -29.748320351
    0.754399082   15.798056844  -29.450949075
    0.842479592   13.168107484  -30.463065853
    0.930560102   10.429569326  -31.636645723
    1.018640612    7.637373695  -31.414947554
    1.106721122    4.971179742  -28.678298274
    1.194801633    2.674471787  -23.050316299
    1.282882143    0.987901755  -14.940832378
    1.370962653    0.084819494   -5.538661480
    1.459043163    0.000000000    3.330324175
    1.547123673    0.599103311    9.626321768
    1.635204184    1.588241831   12.107031139
    1.723284694    2.633335495   11.069255494
    1.811365204    3.495053845    8.358105517
    1.899445714    4.120079414    5.986041790
    1.987526224    4.597914064    4.982674173
    2.075606735    5.034319469    4.849763618
    2.163687245    5.447932111    4.287643000
    2.251767755    5.759901608    2.473587121
    2.339848265    5.868107003   -0.150342522
    2.427928776    5.752668431   -2.473690152
    2.516009286    5.485980320   -3.441749824
    2.604089796    5.203610432   -2.867419197
    2.692170306    5.028207232   -1.038443764
    2.780250816    5.059333546    1.856273214
    2.868331327    5.416744019    6.567134948
    2.956411837    6.336365600   15.027183676
    3.044492347    8.250175494   29.434823981
    3.132572857   11.729098204   50.409044484
    3.220653367   17.252602354   75.045169510
    3.308733878   24.878269869   96.913863824
    3.396814388   34.035284929  108.755642496
    3.484894898   43.625352711  106.421399671
    3.572975408   52.411907227   91.213710125
    3.661055918   59.486022097   68.674782765
    3.749136429   64.504432172   45.543550869
    3.837216939   67.647632628   26.683581356
    3.925297449   69.392483393   13.803444838
    4.013377959   70.249244944    6.326194558
    4.101458469   70.623742878    2.551112433
    4.189538980   70.769706220    0.881426335
    4.277619490   70.820374583    0.233406315
    4.365700000   70.834490001    0.036785584
