#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  72
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  72
#! SET periodic_psi true
   -3.141592654   -3.141592654   19.533513699  -39.010196701   14.290996057
   -3.054326191   -3.141592654   16.042247175  -40.602620334   16.039507646
   -2.967059728   -3.141592654   12.529150241  -39.339953648   17.176421465
   -2.879793266   -3.141592654    9.282768921  -34.410232161   17.942324012
   -2.792526803   -3.141592654    6.629649655  -25.845470699   18.660457263
   -2.705260341   -3.141592654    4.842617081  -14.858185123   19.504358838
   -2.617993878   -3.141592654    4.045169497   -3.558527011   20.370691025
   -2.530727415   -3.141592654    4.162952617    5.788840716   21.005924353
   -2.443460953   -3.141592654    4.952815401   11.674412773   21.267734606
   -2.356194490   -3.141592654    6.091106239   13.869815301   21.302555099
   -2.268928028   -3.141592654    7.297113526   13.458747200   21.466462450
   -2.181661565   -3.141592654    8.418266633   12.206203829   22.044533182
   -2.094395102   -3.141592654    9.442877295   11.372379173   23.074423760
   -2.007128640   -3.141592654   10.425097822   11.167326261   24.324725289
   -1.919862177   -3.141592654   11.393201112   10.917582634   25.510973698
   -1.832595715   -3.141592654   12.313426698    9.921406922   26.498015927
   -1.745329252   -3.141592654   13.116573010    8.393167036   27.366490220
   -1.658062789   -3.141592654   13.792688728    7.212919626   28.338222397
   -1.570796327   -3.141592654   14.426062151    7.543482650   29.547288054
   -1.483529864   -3.141592654   15.183074043   10.137719170   30.852729635
   -1.396263402   -3.141592654   16.261443795   14.811936978   31.769323027
   -1.308996939   -3.141592654   17.804641720   20.596695918   31.649634085
   -1.221730476   -3.141592654   19.845931565   25.927329382   29.967395181
   -1.134464014   -3.141592654   22.275621986   29.225340124   26.616797908
   -1.047197551   -3.141592654   24.863323862   29.478373625   21.994843295
   -0.959931089   -3.141592654   27.332525545   26.588052355   16.831717433
   -0.872664626   -3.141592654   29.442591951   21.468090806   11.901470822
   -0.785398163   -3.141592654   31.059361024   15.531994297    7.777570798
   -0.698131701   -3.141592654   32.171724039   10.075124925    4.695134251
   -0.610865238   -3.141592654   32.858841274    5.877581064    2.621370790
   -0.523598776   -3.141592654   33.242346876    3.071030824    1.352386215
   -0.436332313   -3.141592654   33.433469674    1.463884900    0.647235648
   -0.349065850   -3.141592654   33.521429893    0.619662069    0.286129463
   -0.261799388   -3.141592654   33.557894471    0.230338360    0.114578457
   -0.174532925   -3.141592654   33.571337742    0.075248589    0.042422264
