#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  72
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  72
#! SET periodic_psi true
   -3.141592654   -3.141592654   19.105199100  -55.429387159   19.625959336
   -3.054326191   -3.141592654   14.543778993  -48.603396561   18.721977098
   -2.967059728   -3.141592654   10.688186680  -39.452651651   17.381061410
   -2.879793266   -3.141592654    7.692123542  -29.074492860   16.305185771
   -2.792526803   -3.141592654    5.620077975  -18.427055398   16.006751132
   -2.705260341   -3.141592654    4.455942416   -8.426233819   16.649197667
   -2.617993878   -3.141592654    4.103868895    0.050964343   18.015110052
   -2.530727415   -3.141592654    4.398163423    6.306398674   19.655773588
   -2.443460953   -3.141592654    5.129177353   10.026839040   21.120445751
   -2.356194490   -3.141592654    6.078576525   11.386253311   22.143614039
   -2.268928028   -3.141592654    7.070304585   11.119125169   22.691772795
   -2.181661565   -3.141592654    8.008088308   10.312473594   22.878271859
   -2.094395102   -3.141592654    8.882472150    9.746938363   22.912376320
   -2.007128640   -3.141592654    9.727050120    9.591684093   23.034603295
   -1.919862177   -3.141592654   10.562143583    9.441587541   23.500383290
   -1.832595715   -3.141592654   11.368793732    8.814906637   24.513728127
   -1.745329252   -3.141592654   12.098555644    7.787352293   26.126427392
   -1.658062789   -3.141592654   12.734935200    6.802505591   28.230686521
   -1.570796327   -3.141592654   13.318589887    6.691730787   30.537458160
   -1.483529864   -3.141592654   13.965621143    8.441144544   32.644647115
   -1.396263402   -3.141592654   14.876011604   12.830368444   34.109028795
   -1.308996939   -3.141592654   16.296852633   20.119626114   34.595672409
   -1.221730476   -3.141592654   18.453247169   29.429777666   33.971317077
   -1.134464014   -3.141592654   21.438622507   38.649586239   32.351657959
   -1.047197551   -3.141592654   25.128629787   45.189695307   30.002744741
   -0.959931089   -3.141592654   29.196181342   47.109854805   27.163018745
   -0.872664626   -3.141592654   33.212775669   44.123018668   23.964285042
   -0.785398163   -3.141592654   36.797315771   37.516909158   20.464644283
   -0.698131701   -3.141592654   39.720553984   29.303209427   16.739332374
   -0.610865238   -3.141592654   41.924317163   21.280019767   12.977697030
   -0.523598776   -3.141592654   43.477996939   14.500305440    9.452159555
   -0.436332313   -3.141592654   44.508312541    9.353405834    6.424118020
   -0.349065850   -3.141592654   45.157061723    5.686429824    4.050125037
