#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  72
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  72
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.231663715  -53.978606398   18.965576214
   -3.054326191   -3.141592654   13.774890583  -47.659207011   17.872562939
   -2.967059728   -3.141592654    9.980900297  -38.968585441   16.353670131
   -2.879793266   -3.141592654    7.011751339  -28.914848368   15.185698839
   -2.792526803   -3.141592654    4.945901313  -18.415893813   14.942860718
   -2.705260341   -3.141592654    3.782861950   -8.383888010   15.795928509
   -2.617993878   -3.141592654    3.441767191    0.280504568   17.471025927
   -2.530727415   -3.141592654    3.767908778    6.812494939   19.425040885
   -2.443460953   -3.141592654    4.555084073   10.795216586   21.122625741
   -2.356194490   -3.141592654    5.579023996   12.300751897   22.260794798
   -2.268928028   -3.141592654    6.651105488   12.024940229   22.828287178
   -2.181661565   -3.141592654    7.662840834   11.089666420   23.003189978
   -2.094395102   -3.141592654    8.598160835   10.372546692   23.077845304
   -2.007128640   -3.141592654    9.492000754   10.103302592   23.361113133
   -1.919862177   -3.141592654   10.367959186    9.869666036   24.137046824
   -1.832595715   -3.141592654   11.206962420    9.114522865   25.583628035
   -1.745329252   -3.141592654   11.953540298    7.859205730   27.675364440
   -1.658062789   -3.141592654   12.583195086    6.575198966   30.194342770
   -1.570796327   -3.141592654   13.134957565    6.207678156   32.742335636
   -1.483529864   -3.141592654   13.734120831    7.863846984   34.840585051
   -1.396263402   -3.141592654   14.597421434   12.363462565   36.022723309
   -1.308996939   -3.141592654   15.987338941   19.889905675   35.987238217
   -1.221730476   -3.141592654   18.133870356   29.419286342   34.680077836
   -1.134464014   -3.141592654   21.122139488   38.692654507   32.319750276
   -1.047197551   -3.141592654   24.808889876   45.029498674   29.273142343
   -0.959931089   -3.141592654   28.843799275   46.485848753   25.854118345
   -0.872664626   -3.141592654   32.778823266   42.861940476   22.233499906
   -0.785398163   -3.141592654   36.224302690   35.608527545   18.478524861
   -0.698131701   -3.141592654   38.958170877   26.917212826   14.659101951
   -0.610865238   -3.141592654   40.943339036   18.714309531   10.956471993
   -0.523598776   -3.141592654   42.276970362   12.074031082    7.630239323
   -0.436332313   -3.141592654   43.110682129    7.306243146    4.910870216
   -0.349065850   -3.141592654   43.601747342    4.127969092    2.903106535
   -0.261799388   -3.141592654   43.872327736    2.174085524    1.568327726
   -0.174532925   -3.141592654   44.011374076    1.056381223    0.774251029
   -0.087266463   -3.141592654   44.076754260    0.453754121    0.345504792
    0.000000000   -3.141592654   44.102378327    0.132275985    0.123442196
    0.087266463   -3.141592654   44.103433746   -0.117153863   -0.007473045
    0.174532925   -3.141592654   44.078417421   -0.497506145   -0.140915197
    0.261799388   -3.141592654   44.006073172   -1.248807811   -0.369439337
    0.349065850   -3.141592654   43.839688013   -2.712889586   -0.806062088
    0.436332313   -3.141592654   43.501547859   -5.227742470   -1.575501283
    0.523598776   -3.141592654   42.891803619   -8.937067488   -2.800979581
    0.610865238   -3.141592654   41.916186429  -13.499875814   -4.544408721
    0.698131701   -3.141592654   40.540691180  -17.867508925   -6.750926561
    0.785398163   -3.141592654   38.850627787  -20.416059269   -9.215199119
    0.872664626   -3.141592654   37.077516324  -19.554618108  -11.599551704
    0.959931089   -3.141592654   35.558518814  -14.592558015  -13.507628226
    1.047197551   -3.141592654   34.628341531   -6.317703438  -14.588411381
    1.134464014   -3.141592654   34.492318411    3.197497586  -14.631864462
    1.221730476   -3.141592654   35.150943112   11.518869441  -13.625018919
    1.308996939   -3.141592654   36.416000159   16.902027864  -11.755489287
    1.396263402   -3.141592654   37.999045657   18.820120554   -9.363487235
    1.483529864   -3.141592654   39.614730304   17.798890377   -6.852735757
    1.570796327   -3.141592654   41.050631172   14.890616673   -4.583855802
    1.658062789   -3.141592654   42.191008656   11.196365326   -2.788016006
    1.745329252   -3.141592654   43.007825623    7.595916214   -1.534663106
    1.832595715   -3.141592654   43.535916818    4.638487314   -0.760659271
    1.919862177   -3.141592654   43.843666657    2.521688552   -0.337542203
    2.007128640   -3.141592654   44.001723727    1.196279978   -0.127479752
    2.094395102   -3.141592654   44.070278361    0.389167269   -0.019941515
    2.181661565   -3.141592654   44.079044906   -0.193330051    0.070722229
    2.268928028   -3.141592654   44.029361169   -1.010338649    0.235091853
    2.356194490   -3.141592654   43.879482754   -2.605507832    0.600737590
    2.443460953   -3.141592654   43.530752156   -5.681163558    1.345322620
    2.530727415   -3.141592654   42.822764440  -10.941270883    2.697374890
    2.617993878   -3.141592654   41.543500589  -18.784837645    4.843295969
    2.705260341   -3.141592654   39.477805313  -28.815280446    7.801581383
    2.792526803   -3.141592654   36.488852941  -39.628384317   11.299754134
    2.879793266   -3.141592654   32.598281264  -49.103118750   14.767424573
    2.967059728   -3.141592654   28.016477183  -55.195824674   17.502091621
    3.054326191   -3.141592654   23.095201941  -56.794819413   18.951039071

   -3.141592654   -3.054326191   19.911945197  -54.430412571   19.408834423
   -3.054326191   -3.054326191   15.377682000  -48.866792636   18.771489468
   -2.967059728   -3.054326191   11.472654035  -40.179271735   17.769661860
