#! FIELDS LAG_TIME EIGVAL0 EIGVAL1 EIGVAL2
 0.000000 1.000000 1.000000 1.000000
 0.040000 0.967694 0.925810 0.856105
 0.080000 0.947429 0.871459 0.763866
 0.120000 0.929428 0.823491 0.683985
 0.160000 0.912811 0.780435 0.614002
 0.200000 0.896674 0.741685 0.554163
 0.240000 0.880767 0.704582 0.496867
 0.280000 0.865341 0.669248 0.445268
 0.320000 0.850386 0.636023 0.400090
 0.360000 0.836058 0.604466 0.359145
 0.400000 0.821756 0.574735 0.322686
 0.440000 0.808428 0.548238 0.291806
 0.480000 0.795451 0.522494 0.262984
 0.520000 0.782745 0.497237 0.235385
 0.560000 0.770371 0.473092 0.210135
 0.600000 0.758580 0.449918 0.187575
 0.640000 0.747278 0.427763 0.167768
 0.680000 0.736151 0.405724 0.150480
 0.720000 0.725313 0.384422 0.135206
 0.760000 0.714619 0.364119 0.121629
 0.800000 0.704149 0.344246 0.109705
 0.840000 0.694002 0.324839 0.098174
 0.880000 0.683886 0.306043 0.087885
 0.920000 0.673759 0.288092 0.079154
 0.960000 0.663866 0.270288 0.069795
 1.000000 0.653909 0.253097 0.060616
 1.040000 0.644131 0.237648 0.052577
 1.080000 0.634261 0.222981 0.045620
 1.120000 0.625034 0.210016 0.040723
 1.160000 0.616115 0.196879 0.037926
 1.200000 0.607094 0.185076 0.034948
 1.240000 0.598104 0.174245 0.032392
 1.280000 0.589227 0.163595 0.030158
 1.320000 0.580379 0.154448 0.028635
 1.360000 0.571509 0.145168 0.027208
 1.400000 0.562598 0.135585 0.025869
 1.440000 0.554249 0.126565 0.024465
 1.480000 0.545769 0.118704 0.022786
 1.520000 0.537408 0.111135 0.021388
 1.560000 0.528968 0.103463 0.020281
 1.600000 0.520627 0.096977 0.019646
 1.640000 0.512734 0.090574 0.018850
 1.680000 0.504918 0.084514 0.017658
 1.720000 0.497307 0.078827 0.017423
 1.760000 0.489613 0.072910 0.017298
 1.800000 0.481877 0.067254 0.015901
 1.840000 0.474380 0.061934 0.014593
 1.880000 0.466990 0.057112 0.013518
 1.920000 0.459710 0.052901 0.013889
 1.960000 0.452811 0.048534 0.013475
 2.000000 0.445920 0.044598 0.013904
 2.040000 0.439037 0.040431 0.013262
 2.080000 0.432197 0.036493 0.013241
 2.120000 0.425555 0.032964 0.011452
 2.160000 0.418998 0.030187 0.010332
 2.200000 0.412790 0.027547 0.008672
 2.240000 0.406858 0.025395 0.007865
 2.280000 0.401125 0.023490 0.007905
 2.320000 0.395772 0.022150 0.007468
 2.360000 0.390472 0.021409 0.006744
 2.400000 0.385813 0.021025 0.005355
 2.440000 0.381529 0.020298 0.003848
 2.480000 0.377374 0.019878 0.002236
 2.520000 0.373149 0.019530 0.000817
 2.560000 0.368628 0.018111 -0.000799
 2.600000 0.364196 0.017341 -0.001979
 2.640000 0.359677 0.017530 -0.003359
 2.680000 0.355193 0.017349 -0.005057
 2.720000 0.350635 0.016994 -0.006947
 2.760000 0.346193 0.017025 -0.008779
 2.800000 0.342070 0.017066 -0.011117
 2.840000 0.338434 0.016718 -0.012772
 2.880000 0.334852 0.016280 -0.014068
 2.920000 0.331173 0.016996 -0.014102
 2.960000 0.327450 0.017598 -0.013983
 3.000000 0.323676 0.017772 -0.014304
 3.040000 0.319830 0.017849 -0.014428
 3.080000 0.315879 0.017111 -0.014192
 3.120000 0.312004 0.015937 -0.014272
 3.160000 0.307800 0.014953 -0.013665
 3.200000 0.303941 0.013214 -0.013304
 3.240000 0.300308 0.010900 -0.013366
 3.280000 0.296494 0.009524 -0.013437
 3.320000 0.292827 0.008485 -0.013254
 3.360000 0.289168 0.007185 -0.012608
 3.400000 0.285564 0.006475 -0.013039
 3.440000 0.282089 0.006008 -0.014008
 3.480000 0.278476 0.005533 -0.014617
 3.520000 0.275187 0.005997 -0.014717
 3.560000 0.272073 0.006324 -0.014124
 3.600000 0.268969 0.005921 -0.013431
 3.640000 0.265876 0.005431 -0.012807
 3.680000 0.262845 0.005346 -0.012803
 3.720000 0.259877 0.005930 -0.012846
 3.760000 0.256823 0.007089 -0.013063
 3.800000 0.253219 0.007463 -0.012718
 3.840000 0.249596 0.007224 -0.011658
 3.880000 0.246350 0.008420 -0.011003
 3.920000 0.242865 0.010244 -0.010031
 3.960000 0.239605 0.010796 -0.009888
 4.000000 0.235869 0.009794 -0.009693
